Date,Type,Category,Amount,Location,Balance
2024-04-22 00:26:51.686541,Expense,Food,€-691.16,"Carretera de San Pedro a Intxaurraga, Intxaurraga, Galdames, Bizkaia, Euskadi, 48191, España",€-71774.70
2024-04-24 15:47:51.686541,Expense,Mortgage,€-1134.36,"Bilbao, Spain",€-72909.06
2024-04-25 20:39:51.686541,Expense,Car,€-524.82,"Bilbao, Spain",€-73433.88
2024-04-26 02:17:51.686541,Expense,Leisure,€-647.64,"Senda de Goldetxo-Txolope-Solaiera bidea, Junta de Villalba de Losa, Burgos, Castilla y León, 48460, España",€-74081.52
2024-04-27 20:45:51.686541,Expense,Other,€-412.29,"Briviesca, Burgos, Castilla y León, 09240, España",€-74493.81
2024-04-28 08:59:51.686541,Expense,Food,€-725.57,"BI-3102, Elexalde, Mendotza, Gamiz-Fika, Andraka, Bizkaia, Euskadi, 48620, España",€-75219.38
2024-04-28 09:32:51.686541,Expense,Utilities,€-434.45,"Bilbao, Spain",€-75653.83
2024-04-30 12:19:51.686541,Expense,Food,€-772.53,"Errigoiti, Bizkaia, Euskadi, 40102, España",€-76426.36
2024-04-30 19:43:51.686541,Expense,Food,€-785.00,"Zitaduiko Jarduera Gunea, Artzalde, Bakio, Andraka, Bizkaia, Euskadi, 48620, España",€-77211.36
2024-05-02 07:29:51.686541,Income,Salary,€4386.83,"Bilbao, Spain",€-72824.53
2024-05-03 13:55:51.686541,Expense,Other,€-377.75,"CL-127, Pedruzo, Condado de Treviño, Burgos, Castilla y León, España",€-73202.28
2024-05-03 22:37:51.686541,Expense,Leisure,€-612.47,"Senda btt oion 1, Lapoblación, Montejurra, Navarra - Nafarroa, 01118, España",€-73814.75
2024-05-04 12:25:51.686541,Expense,Food,€-793.24,"Montero etxea, 34, Alameda Recalde / Recalde zumarkalea, Uribitarte, Abando, Bilbao, Bizkaia, Euskadi, 48009, España",€-74608.00
2024-05-04 19:59:51.686541,Expense,Food,€-802.07,"Garoa, Calle Uriortu / Uriortu kalea, Castaños, Uribarri, Bilbao, Bizkaia, Euskadi, 48071, España",€-75410.07
2024-05-07 04:10:51.686541,Expense,Leisure,€-428.13,"Camino de Domaikia a Hueto Arriba, Hueto Arriba/Otogoien, Otogoien/Hueto Arriba, Vitoria-Gasteiz, Gasteizko kuadrilla/Cuadrilla de Vitoria, Araba/Álava, Euskadi, 01191, España",€-75838.20
2024-05-07 14:01:51.686541,Expense,Food,€-829.15,"Covarón auzoa, Kobaron, Muskiz, Bizkaia, Euskadi, 39706, España",€-76667.35
2024-05-08 10:16:51.686541,Expense,Food,€-768.45,"Basabal, Lezama, Bizkaia, Euskadi, 48915, España",€-77435.80
2024-05-08 13:40:51.686541,Expense,Leisure,€-577.24,"Piedra Agudilla, Rucandio, Burgos, Castilla y León, 09559, España",€-78013.04
2024-05-14 18:14:51.686541,Expense,Food,€-810.04,"Argalarioko sarrera, Barakaldo, Bizkaia, Euskadi, 48093, España",€-78823.08
2024-05-15 21:34:51.686541,Expense,Other,€-391.53,"27, Calle Autonomía / Autonomia kalea, Ametzola, Errekalde, Bilbao, Bizkaia, Euskadi, 48012, España",€-79214.61
2024-05-16 13:19:51.686541,Expense,Food,€-793.38,"Unibaso, Orozko, Bizkaia, Euskadi, 48410, España",€-80007.98
2024-05-16 22:07:51.686541,Expense,Other,€-349.71,"Dolmen Zubarrieta, Azpillako bidea, Aralar mendilerroa / Sierra de Aralar, Larraun-Leitzaldea, 31840, España",€-80357.69
2024-05-19 16:57:51.686541,Expense,Car,€-540.49,"Bilbao, Spain",€-80898.18
2024-05-19 21:23:51.686541,Expense,Food,€-729.70,"Mosel, 53, Gran Vía Don Diego López de Haro / On Diego Lopez Haroko kale nagusia, Autonomia, Indautxu, Abando, Bilbao, Bizkaia, Euskadi, 48011, España",€-81627.88
2024-05-20 04:35:51.686541,Expense,Utilities,€-354.30,"Bilbao, Spain",€-81982.18
2024-05-23 00:28:51.686541,Expense,Food,€-711.72,"Las Ribas, Mercadillo, Sopuerta, Bizkaia, Euskadi, 48190, España",€-82693.89
2024-05-23 12:11:51.686541,Expense,Other,€-367.08,"Tellerizelaieta, Zubialde, Zeberio, Bizkaia, Euskadi, 48148, España",€-83060.97
2024-05-24 06:39:51.686541,Expense,Extra Expense,€-1778.71,"Carretera Bilbao-Galdakao, Kukullaga, Etxebarri, Bizkaia, Euskadi, 48450, España",€-84839.69
2024-05-24 07:07:51.686541,Expense,Food,€-860.69,"Camino de Olagorta, Zorrotzaurre, San Pedro de Deusto-La Ribera, Deusto, Bilbao, Bizkaia, Euskadi, 48013, España",€-85700.38
2024-05-26 10:47:51.686541,Expense,Food,€-739.89,"Ganeranerako igoera, Galdames, Bizkaia, Euskadi, 48191, España",€-86440.26
2024-05-26 23:22:51.686541,Expense,Food,€-879.87,"Los Castañicos, Gordexola, Bizkaia, Euskadi, 48182, España",€-87320.13
2024-05-28 00:29:51.686541,Expense,Other,€-438.97,"Taxis Raúl, Matxalen etxe-taldea, Urbanización La Magdalena, Abanto y Ciérvana-Abanto Zierbena, Bizkaia, Euskadi, 48500, España",€-87759.10
2024-05-29 22:32:51.686541,Expense,Food,€-711.38,"Maje, Calle Rodríguez Arias / Rodriguez Arias kalea, Abando, Bilbao, Bizkaia, Euskadi, 48008, España",€-88470.49
2024-05-30 03:17:51.686541,Expense,Other,€-391.43,"La Pedrosa, Soba, Cantabria, España",€-88861.91
2024-05-31 09:05:51.686541,Expense,Leisure,€-559.97,"Camino Barruelo Baillo, Barruelo, Villarcayo de Merindad de Castilla la Vieja, Burgos, Castilla y León, 09513, España",€-89421.89
2024-05-31 11:12:51.686541,Expense,Food,€-824.48,"AP-68, Arrigorriaga, Bizkaia, Euskadi, 48490, España",€-90246.36
2024-06-01 10:10:51.686541,Expense,Other,€-421.19,"La Tazuela, Monasterio de Rodilla, Burgos, Castilla y León, España",€-90667.56
2024-06-01 23:09:51.686541,Expense,Other,€-436.12,"Pozueta auzoa, Morgaondo, Erroteta, Morga, Bizkaia, Euskadi, 48309, España",€-91103.68
2024-06-02 12:57:51.686541,Income,Salary,€4538.56,"Bilbao, Spain",€-86565.12
2024-06-02 20:37:51.686541,Expense,Leisure,€-551.30,"Carretera del Valle de Villaverde a Artzentales, Traslosheros, San Miguel de Linares, Artzentales, Bizkaia, Euskadi, 48879, España",€-87116.42
2024-06-02 23:27:51.686541,Expense,Other,€-466.38,España,€-87582.81
2024-06-03 02:09:51.686541,Expense,Food,€-693.85,"Via vieja de lezama, Izarza, Sondika, Bizkaia, Euskadi, 48150, España",€-88276.66
2024-06-07 10:24:51.686541,Expense,Other,€-359.87,"Goiko ur-jauziaren bidea, Róitegui/Erroitegi, Arraia-Maeztu, Montaña Alavesa/Arabako Mendialdea, Araba/Álava, Euskadi, 01129, España",€-88636.52
2024-06-07 11:43:51.686541,Expense,Leisure,€-531.17,"Ruina, Subida al Askuren, Aloria, Amurrio, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01468, España",€-89167.69
2024-06-08 08:29:51.686541,Expense,Mortgage,€-1298.48,"Bilbao, Spain",€-90466.17
2024-06-09 06:12:51.686541,Expense,Other,€-403.46,"Arteagoiti, Elexalde, Arizgoiti, Basauri, Bizkaia, Euskadi, 48970, España",€-90869.63
2024-06-10 00:53:51.686541,Expense,Leisure,€-648.90,"Peñacuarta, Sopuerta, Bizkaia, Euskadi, 48190, España",€-91518.53
2024-06-11 06:27:51.686541,Expense,Car,€-559.54,"Bilbao, Spain",€-92078.07
2024-06-14 10:45:51.686541,Expense,Food,€-855.11,"Campo de fútbol de Las Balsas, Orconera auzoa, La Chava/Etxaba, Las Losinas, Ortuella, Bizkaia, Euskadi, 48530, España",€-92933.18
2024-06-15 02:05:51.686541,Expense,Food,€-895.67,"Carretera del Antiguo Parque de Atracciones de Bilbao, Olabarrieta, Kurtzea, Galdakao, Bizkaia, Euskadi, 48960, España",€-93828.85
2024-06-18 07:29:51.686541,Expense,Utilities,€-398.36,"Bilbao, Spain",€-94227.22
2024-06-19 14:06:51.686541,Expense,Food,€-590.93,"Lastetxe kalea, Zabaloetxe, Loiu, Andraka, Bizkaia, Euskadi, 48620, España",€-94818.14
2024-06-21 05:04:51.686541,Expense,Other,€-387.44,"Los Torcachos, Karrantza Harana/Valle de Carranza, Bizkaia, Euskadi, España",€-95205.58
2024-06-23 11:30:51.686541,Expense,Other,€-436.48,"Bilbao Port, Santurtzi, Bizkaia, Euskadi, 48620, España",€-95642.05
2024-06-24 21:43:51.686541,Expense,Other,€-376.13,"Bidasoa, Irun, Bidasoa Beherea / Bajo Bidasoa, Gipuzkoa, Euskadi, 20304, España",€-96018.19
2024-06-25 23:38:51.686541,Expense,Leisure,€-588.23,"LR-304, Foncea, La Rioja, España",€-96606.42
2024-06-26 01:16:51.686541,Expense,Food,€-839.37,"30, Jesus Maria Leizaola kalea, Axgane, Iturriaga, Berango, Andraka, Bizkaia, Euskadi, 48620, España",€-97445.79
2024-06-26 14:31:51.686541,Expense,Other,€-472.42,"Andraka, Bizkaia, Euskadi, 48620, España",€-97918.21
2024-06-28 03:48:51.686541,Expense,Leisure,€-476.10,"Sohazas, Valderredible, Cantabria, 39230, España",€-98394.30
2024-06-28 21:22:51.686541,Expense,Leisure,€-532.11,"San Mamés, Valle de Losa, Burgos, Castilla y León, España",€-98926.42
2024-06-28 23:45:51.686541,Expense,Car,€-664.06,"Bilbao, Spain",€-99590.47
2024-06-30 13:31:51.686541,Expense,Food,€-817.34,"Bodegas Itsasmendi, Amunaga industrialdea, Gernika-Lumo, Bizkaia, Euskadi, 48300, España",€-100407.81
2024-07-01 16:03:51.686541,Expense,Car,€-613.14,"Bilbao, Spain",€-101020.95
2024-07-01 23:04:51.686541,Expense,Food,€-847.60,"9, More estrata, Sarriko, Deusto, Bilbao, Bizkaia, Euskadi, 48015, España",€-101868.55
2024-07-02 08:05:51.686541,Income,Salary,€5298.09,"Bilbao, Spain",€-96570.46
2024-07-03 01:51:51.686541,Expense,Food,€-841.83,"BI-R4 Ansio-Gurutzeta-Gorostiza Bidegorria, Gorostiza, Barakaldo, Bizkaia, Euskadi, 48903, España",€-97412.29
2024-07-03 23:07:51.686541,Expense,Leisure,€-564.28,"Langaurraldea, Langaurrealdea, Alegia, Gipuzkoa, Euskadi, 20260, España",€-97976.57
2024-07-06 00:44:51.686541,Expense,Leisure,€-630.86,"Autopista del Norte, Barrio de Santo Cristo, Pancorbo, Burgos, Castilla y León, 09280, España",€-98607.43
2024-07-06 01:38:51.686541,Expense,Food,€-854.00,"Launtxugoikoa kalea/Calle Launtxugoikoa, Santa Cruz de Llodio, Larrazabal-Gardea, Laudio/Llodio, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01400, España",€-99461.42
2024-07-08 11:48:51.686541,Expense,Other,€-407.52,"32, Barrio San Cristóbal, Aldekoena, Derio, Andraka, Bizkaia, Euskadi, 48620, España",€-99868.94
2024-07-09 05:45:51.686541,Expense,Leisure,€-604.20,"Tantaminetak, Amorebieta-Etxano, Bizkaia, Euskadi, 48144, España",€-100473.14
2024-07-09 09:47:51.686541,Expense,Other,€-429.86,"013, Herriko Plaza, Elexabeitia, Artea, Bizkaia, Euskadi, 48142, España",€-100903.00
2024-07-10 10:06:51.686541,Expense,Food,€-673.34,"Bilbao - Atxukarro errepidea, Lanbarketa, Brisketa, Ibaiondo, Arrigorriaga, Bizkaia, Euskadi, 48480, España",€-101576.34
2024-07-10 14:49:51.686541,Expense,Other,€-355.90,España,€-101932.24
2024-07-12 10:32:51.686541,Expense,Food,€-692.30,"8, Etxezuri kalea, Asunción, Uribarri, Bilbao, Bizkaia, Euskadi, 48007, España",€-102624.54
2024-07-13 16:50:51.686541,Expense,Food,€-867.15,"Juan de Garay kalea, Iralabarri, Errekalde, Bilbao, Bizkaia, Euskadi, 48008, España",€-103491.69
2024-07-14 23:32:51.686541,Expense,Utilities,€-358.68,"Bilbao, Spain",€-103850.37
2024-07-15 20:47:51.686541,Expense,Other,€-396.64,"Barrio La Iglesia, Anero, Ribamontán al Monte, Cantabria, 39794, España",€-104247.01
2024-07-17 03:17:51.686541,Expense,Other,€-385.55,"LR-419, Torrecilla sobre Alesanco, La Rioja, 26323, España",€-104632.56
2024-07-17 19:33:51.686541,Expense,Food,€-849.86,"Arrikantara, Pagazandu, Orozko, Bizkaia, Euskadi, 48410, España",€-105482.42
2024-07-18 07:15:51.686541,Expense,Leisure,€-622.65,"Hayedo de Morales, Grañón, La Rioja, 26259, España",€-106105.07
2024-07-18 20:33:51.686541,Expense,Food,€-845.20,"96, Camino de Santa Marina, Barrio Kukullaga, Otxarkoaga-Txurdinaga, Bilbao, Bizkaia, Euskadi, 48004, España",€-106950.27
2024-07-19 23:15:51.686541,Expense,Other,€-435.48,"Calle Bahamontes, Quintanaurria, Carcedo de Bureba, Burgos, Castilla y León, España",€-107385.75
2024-07-20 19:33:51.686541,Expense,Other,€-433.23,España,€-107818.98
2024-07-21 17:04:51.686541,Expense,Food,€-761.90,"BI-3151, Berreaga, Armintza, Lemoiz, Andraka, Bizkaia, Euskadi, 48620, España",€-108580.88
2024-07-22 12:42:51.686541,Expense,Other,€-492.28,"Danboki, 24, Lezo – Hondarribia, Jaizkibel gainetik, Akartegi, Hondarribia, Bidasoa Beherea / Bajo Bidasoa, Gipuzkoa, Euskadi, 20280, España",€-109073.15
2024-07-23 10:19:51.686541,Expense,Food,€-950.09,"Done Eztebe, BI-2524, Ermitabarri, Ermitabarri-Ibarra, Zeberio, Bizkaia, Euskadi, 48148, España",€-110023.24
2024-07-24 13:39:51.686541,Expense,Leisure,€-634.05,"Moregi, Metauten, Estellerria / Tierra Estella, Navarra - Nafarroa, 31241, España",€-110657.30
2024-07-24 22:31:51.686541,Expense,Other,€-337.02,"Izauza, Urbasa, Sakana, España",€-110994.32
2024-07-26 05:08:51.686541,Expense,Food,€-857.48,"Eleizalde, Derio, Bizkaia, Euskadi, 48170, España",€-111851.80
2024-07-27 13:07:51.686541,Expense,Other,€-406.94,"La Raneja, Castrobarto, Junta de Traslaloma, Burgos, Castilla y León, España",€-112258.74
2024-08-02 05:03:51.686541,Income,Salary,€5436.47,"Bilbao, Spain",€-106822.28
2024-08-02 23:59:51.686541,Expense,Other,€-407.25,"Hozas Grandes, Voto, Cantabria, 39762, España",€-107229.53
2024-08-03 08:20:51.686541,Expense,Food,€-736.45,"Potzu Illuna, Larragan, Mungia, Andraka, Bizkaia, Euskadi, 48620, España",€-107965.98
2024-08-04 13:45:51.686541,Expense,Utilities,€-417.49,"Bilbao, Spain",€-108383.47
2024-08-05 18:54:51.686541,Expense,Leisure,€-515.75,"Vertical del Arrastaleku, Errekalde, Bilbao, Bizkaia, Euskadi, 48002, España",€-108899.22
2024-08-06 00:42:51.686541,Expense,Food,€-737.11,"Calle Nuestra Señora de la Guía, Nuestra Señora de la Guía, Alonsotegi, Bizkaia, Euskadi, 48820, España",€-109636.33
2024-08-11 02:03:51.686541,Expense,Other,€-384.40,"San Esteban de Treviño, Condado de Treviño, Burgos, Castilla y León, 09294, España",€-110020.73
2024-08-11 03:32:51.686541,Expense,Car,€-542.48,"Bilbao, Spain",€-110563.21
2024-08-13 02:08:51.686541,Expense,Food,€-841.54,"Enekuri - Artxanda errepidea, Asunción, Uribarri, Bilbao, Bizkaia, Euskadi, 48007, España",€-111404.75
2024-08-14 04:26:51.686541,Expense,Other,€-387.87,"Las Cortinas, Medina de Pomar, Burgos, Castilla y León, España",€-111792.62
2024-08-15 12:35:51.686541,Expense,Other,€-352.48,"1, Fuente el Canto, Ollávarre/Olabarri, Iruña Oka/Iruña de Oca, Añanako kuadrilla/Cuadrilla de Añana, Araba/Álava, Euskadi, 01428, España",€-112145.10
2024-08-16 21:34:51.686541,Expense,Other,€-403.69,"San Pedro del Romeral-Puerto de La Matanela, Luena, Cantabria, 39681, España",€-112548.79
2024-08-18 09:02:51.686541,Expense,Other,€-440.02,"Carretera de Antuñano, Las Arenas de Ayega, Valle de Mena, Burgos, Castilla y León, 48800, España",€-112988.81
2024-08-21 21:21:51.686541,Expense,Car,€-648.38,"Bilbao, Spain",€-113637.20
2024-08-23 06:48:51.686541,Expense,Food,€-737.89,"3, Enekuri-Artxanda errepidea, Deusto, Bilbao, Bizkaia, Euskadi, 48015, España",€-114375.09
2024-08-23 15:06:51.686541,Expense,Car,€-425.20,"Bilbao, Spain",€-114800.29
2024-08-24 02:39:51.686541,Expense,Leisure,€-542.03,"LR-311, Zarratón, La Rioja, 26291, España",€-115342.32
2024-08-24 04:41:51.686541,Expense,Other,€-426.09,España,€-115768.41
2024-08-24 07:05:51.686541,Expense,Food,€-755.41,"26, BI-2121, Ugarte, Muxika, Bizkaia, Euskadi, 48392, España",€-116523.82
2024-08-26 22:31:51.686541,Expense,Leisure,€-542.70,España,€-117066.52
2024-08-27 17:23:51.686541,Expense,Food,€-724.74,"Zangroiz, Sondika, Bizkaia, Euskadi, 48150, España",€-117791.26
2024-08-29 08:43:51.686541,Expense,Food,€-921.81,"BI-2704, Sopela, Andraka, Bizkaia, Euskadi, 48620, España",€-118713.07
2024-08-30 10:50:51.686541,Expense,Food,€-772.07,"8, Larrazabal kalea/Calle Larrazabal, Larrazabal-Gardea, Laudio/Llodio, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01400, España",€-119485.15
2024-08-31 16:17:51.686541,Expense,Food,€-770.21,"Arbieto kalea, Abando, Bilbao, Bizkaia, Euskadi, 01232, España",€-120255.36
2024-09-01 13:33:51.686541,Expense,Other,€-449.27,"El Escobal, Selaya, Cantabria, 39685, España",€-120704.63
2024-09-02 06:30:51.686541,Income,Salary,€4015.45,"Bilbao, Spain",€-116689.17
2024-09-02 21:24:51.686541,Expense,Other,€-339.67,"Ostakusko bidea, Arano, Larraun-Leitzaldea, 31754, España",€-117028.85
2024-09-03 08:48:51.686541,Expense,Food,€-884.00,"Urresti, Gatika, Andraka, Bizkaia, Euskadi, 48620, España",€-117912.84
2024-09-04 23:33:51.686541,Expense,Food,€-755.71,"Sabino Arana etorbidea / Avenida Sabino Arana, Autonomia, Indautxu, Basurtu-Zorrotza, Bilbao, Bizkaia, Euskadi, 48010, España",€-118668.55
2024-09-07 11:27:51.686541,Expense,Food,€-914.13,"Hotel The Artist - Grand Hotel of Art, 61, Alameda Mazarredo / Mazarredo zumarkalea, Abandoibarra, Abando, Bilbao, Bizkaia, Euskadi, 48009, España",€-119582.68
2024-09-08 02:44:51.686541,Expense,Other,€-406.61,"2A, Ramon Rubial kalea, Arriaga, Astrabudua, Erandio, Andraka, Bizkaia, Euskadi, 48620, España",€-119989.29
2024-09-10 20:40:51.686541,Expense,Food,€-702.71,"Elexalde auzoa, Gurutzalde, Zaratamo, Bizkaia, Euskadi, 48480, España",€-120692.00
2024-09-15 04:25:51.686541,Expense,Other,€-386.81,"Los Lirios, Haro, La Rioja, 26330, España",€-121078.81
2024-09-17 04:50:51.686541,Expense,Utilities,€-352.58,"Bilbao, Spain",€-121431.39
2024-09-22 03:55:51.686541,Expense,Leisure,€-629.53,"Indautxu, Abando, Bilbao, Bizkaia, Euskadi, 48014, España",€-122060.93
2024-09-23 03:00:51.686541,Expense,Food,€-873.25,"116, Barrio Betolatza / Betolatza Auzoa, Uretamendi, Errekalde, Bilbao, Bizkaia, Euskadi, 48002, España",€-122934.18
2024-09-24 18:16:51.686541,Expense,Leisure,€-631.69,"54, Urbanización Señorío de Vivanco, Valle de Mena, Burgos, Castilla y León, 09587, España",€-123565.87
2024-09-24 19:47:51.686541,Expense,Utilities,€-378.98,"Bilbao, Spain",€-123944.85
2024-09-25 06:01:51.686541,Expense,Food,€-750.40,"Bilbao - Bermeo errepidea, Emerando, Meñaka, Andraka, Bizkaia, Euskadi, 48620, España",€-124695.25
2024-09-26 12:33:51.686541,Expense,Extra Expense,€-2063.54,"Arene, Uribarri, Arrankudiaga, Arrankudiaga-Zollo, Bizkaia, Euskadi, 48490, España",€-126758.79
