Date,Income,Extra Income,Total Expenses,Extra Expenses,Balance,Mortgage,Car,Food,Leisure,Utilities,Other
2022-04-06 18:26:08.718704,€0.00,€0.00,€23.71,€0.00,€12866.68,€0.00,€0.00,€0.00,€14.77,€0.00,€8.93
2022-04-07 18:26:08.718704,€0.00,€0.00,€24.12,€0.00,€12842.56,€0.00,€0.00,€0.00,€15.13,€0.00,€8.99
2022-04-08 18:26:08.718704,€0.00,€0.00,€169.66,€0.00,€12672.90,€0.00,€0.00,€145.63,€13.88,€0.00,€10.14
2022-04-09 18:26:08.718704,€0.00,€0.00,€25.03,€0.00,€12647.88,€0.00,€0.00,€0.00,€13.49,€0.00,€11.53
2022-04-10 18:26:08.718704,€0.00,€0.00,€441.49,€0.00,€12206.39,€0.00,€416.05,€0.00,€15.43,€0.00,€10.01
2022-04-11 18:26:08.718704,€0.00,€0.00,€23.21,€0.00,€12183.18,€0.00,€0.00,€0.00,€13.51,€0.00,€9.69
2022-04-12 18:26:08.718704,€0.00,€0.00,€22.80,€0.00,€12160.38,€0.00,€0.00,€0.00,€14.08,€0.00,€8.72
2022-04-13 18:26:08.718704,€0.00,€0.00,€20.59,€0.00,€12139.79,€0.00,€0.00,€0.00,€12.60,€0.00,€7.98
2022-04-14 18:26:08.718704,€0.00,€0.00,€23.96,€0.00,€12115.84,€0.00,€0.00,€0.00,€14.40,€0.00,€9.56
2022-04-15 18:26:08.718704,€0.00,€0.00,€405.23,€0.00,€11710.61,€0.00,€0.00,€152.70,€14.09,€229.56,€8.88
2022-04-16 18:26:08.718704,€0.00,€0.00,€23.36,€0.00,€11687.25,€0.00,€0.00,€0.00,€14.65,€0.00,€8.71
2022-04-17 18:26:08.718704,€0.00,€0.00,€24.05,€0.00,€11663.20,€0.00,€0.00,€0.00,€14.16,€0.00,€9.89
2022-04-18 18:26:08.718704,€0.00,€0.00,€24.80,€0.00,€11638.40,€0.00,€0.00,€0.00,€16.05,€0.00,€8.75
2022-04-19 18:26:08.718704,€0.00,€0.00,€22.56,€0.00,€11615.84,€0.00,€0.00,€0.00,€13.06,€0.00,€9.51
2022-04-20 18:26:08.718704,€0.00,€0.00,€26.21,€0.00,€11589.63,€0.00,€0.00,€0.00,€16.59,€0.00,€9.62
2022-04-21 18:26:08.718704,€0.00,€0.00,€23.51,€0.00,€11566.11,€0.00,€0.00,€0.00,€13.74,€0.00,€9.78
2022-04-22 18:26:08.718704,€0.00,€0.00,€166.83,€0.00,€11399.28,€0.00,€0.00,€140.94,€16.43,€0.00,€9.46
2022-04-23 18:26:08.718704,€0.00,€0.00,€24.47,€0.00,€11374.81,€0.00,€0.00,€0.00,€14.54,€0.00,€9.94
2022-04-24 18:26:08.718704,€0.00,€0.00,€19.02,€0.00,€11355.79,€0.00,€0.00,€0.00,€10.45,€0.00,€8.57
2022-04-25 18:26:08.718704,€0.00,€0.00,€22.79,€0.00,€11332.99,€0.00,€0.00,€0.00,€13.30,€0.00,€9.49
2022-04-26 18:26:08.718704,€0.00,€0.00,€22.83,€0.00,€11310.17,€0.00,€0.00,€0.00,€14.22,€0.00,€8.61
2022-04-27 18:26:08.718704,€0.00,€0.00,€24.59,€0.00,€11285.57,€0.00,€0.00,€0.00,€14.95,€0.00,€9.64
2022-04-28 18:26:08.718704,€0.00,€0.00,€20.79,€0.00,€11264.78,€0.00,€0.00,€0.00,€10.97,€0.00,€9.82
2022-04-29 18:26:08.718704,€0.00,€0.00,€20.30,€0.00,€11244.48,€0.00,€0.00,€0.00,€11.61,€0.00,€8.69
2022-04-30 18:26:08.718704,€0.00,€0.00,€22.93,€0.00,€11221.55,€0.00,€0.00,€0.00,€14.03,€0.00,€8.91
2022-05-01 18:26:08.718704,€4092.36,€0.00,€167.14,€0.00,€15146.78,€0.00,€0.00,€143.23,€14.92,€0.00,€8.98
2022-05-02 18:26:08.718704,€0.00,€0.00,€20.19,€0.00,€15126.59,€0.00,€0.00,€0.00,€11.92,€0.00,€8.27
2022-05-03 18:26:08.718704,€0.00,€0.00,€22.58,€0.00,€15104.01,€0.00,€0.00,€0.00,€13.35,€0.00,€9.23
2022-05-04 18:26:08.718704,€0.00,€0.00,€22.89,€0.00,€15081.12,€0.00,€0.00,€0.00,€13.02,€0.00,€9.87
2022-05-05 18:26:08.718704,€0.00,€0.00,€845.85,€0.00,€14235.27,€822.42,€0.00,€0.00,€15.02,€0.00,€8.40
2022-05-06 18:26:08.718704,€0.00,€0.00,€24.50,€0.00,€14210.78,€0.00,€0.00,€0.00,€13.64,€0.00,€10.85
2022-05-07 18:26:08.718704,€0.00,€0.00,€23.39,€0.00,€14187.38,€0.00,€0.00,€0.00,€14.18,€0.00,€9.21
2022-05-08 18:26:08.718704,€0.00,€0.00,€156.21,€0.00,€14031.18,€0.00,€0.00,€131.80,€13.67,€0.00,€10.73
2022-05-09 18:26:08.718704,€0.00,€0.00,€23.60,€0.00,€14007.58,€0.00,€0.00,€0.00,€13.31,€0.00,€10.29
2022-05-10 18:26:08.718704,€0.00,€0.00,€505.56,€0.00,€13502.02,€0.00,€483.29,€0.00,€14.17,€0.00,€8.09
2022-05-11 18:26:08.718704,€0.00,€0.00,€24.39,€0.00,€13477.63,€0.00,€0.00,€0.00,€15.13,€0.00,€9.26
2022-05-12 18:26:08.718704,€0.00,€0.00,€23.69,€0.00,€13453.94,€0.00,€0.00,€0.00,€14.75,€0.00,€8.95
2022-05-13 18:26:08.718704,€0.00,€0.00,€21.87,€0.00,€13432.08,€0.00,€0.00,€0.00,€12.61,€0.00,€9.26
2022-05-14 18:26:08.718704,€0.00,€0.00,€22.63,€0.00,€13409.45,€0.00,€0.00,€0.00,€13.34,€0.00,€9.28
2022-05-15 18:26:08.718704,€0.00,€0.00,€459.25,€0.00,€12950.20,€0.00,€0.00,€145.39,€13.21,€290.23,€10.41
2022-05-16 18:26:08.718704,€0.00,€0.00,€23.46,€0.00,€12926.74,€0.00,€0.00,€0.00,€13.61,€0.00,€9.85
2022-05-17 18:26:08.718704,€0.00,€0.00,€24.30,€0.00,€12902.44,€0.00,€0.00,€0.00,€15.95,€0.00,€8.35
2022-05-18 18:26:08.718704,€0.00,€0.00,€22.11,€0.00,€12880.33,€0.00,€0.00,€0.00,€12.06,€0.00,€10.05
2022-05-19 18:26:08.718704,€0.00,€0.00,€23.37,€0.00,€12856.96,€0.00,€0.00,€0.00,€13.85,€0.00,€9.52
2022-05-20 18:26:08.718704,€0.00,€0.00,€27.68,€0.00,€12829.28,€0.00,€0.00,€0.00,€17.49,€0.00,€10.20
2022-05-21 18:26:08.718704,€0.00,€0.00,€22.03,€0.00,€12807.25,€0.00,€0.00,€0.00,€12.69,€0.00,€9.34
2022-05-22 18:26:08.718704,€0.00,€0.00,€138.22,€0.00,€12669.03,€0.00,€0.00,€117.30,€12.61,€0.00,€8.32
2022-05-23 18:26:08.718704,€0.00,€0.00,€23.31,€0.00,€12645.72,€0.00,€0.00,€0.00,€15.27,€0.00,€8.04
2022-05-24 18:26:08.718704,€0.00,€0.00,€22.56,€0.00,€12623.16,€0.00,€0.00,€0.00,€13.10,€0.00,€9.46
2022-05-25 18:26:08.718704,€0.00,€0.00,€21.76,€0.00,€12601.40,€0.00,€0.00,€0.00,€12.71,€0.00,€9.05
2022-05-26 18:26:08.718704,€0.00,€0.00,€22.77,€0.00,€12578.62,€0.00,€0.00,€0.00,€13.05,€0.00,€9.73
2022-05-27 18:26:08.718704,€0.00,€0.00,€22.86,€0.00,€12555.76,€0.00,€0.00,€0.00,€14.68,€0.00,€8.18
2022-05-28 18:26:08.718704,€0.00,€0.00,€22.20,€0.00,€12533.56,€0.00,€0.00,€0.00,€13.08,€0.00,€9.12
2022-05-29 18:26:08.718704,€0.00,€0.00,€23.92,€0.00,€12509.64,€0.00,€0.00,€0.00,€14.32,€0.00,€9.60
2022-05-30 18:26:08.718704,€0.00,€0.00,€21.23,€0.00,€12488.42,€0.00,€0.00,€0.00,€11.71,€0.00,€9.52
2022-05-31 18:26:08.718704,€0.00,€0.00,€0.00,€0.00,€12488.42,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00
2022-06-01 18:26:08.718704,€5350.55,€0.00,€177.33,€0.00,€17661.64,€0.00,€0.00,€153.42,€13.85,€0.00,€10.06
2022-06-02 18:26:08.718704,€0.00,€0.00,€25.54,€0.00,€17636.10,€0.00,€0.00,€0.00,€15.40,€0.00,€10.14
2022-06-03 18:26:08.718704,€0.00,€0.00,€20.51,€0.00,€17615.59,€0.00,€0.00,€0.00,€12.59,€0.00,€7.93
2022-06-04 18:26:08.718704,€0.00,€0.00,€22.65,€0.00,€17592.93,€0.00,€0.00,€0.00,€12.84,€0.00,€9.81
2022-06-05 18:26:08.718704,€0.00,€0.00,€991.22,€0.00,€16601.71,€970.98,€0.00,€0.00,€11.30,€0.00,€8.94
2022-06-06 18:26:08.718704,€0.00,€0.00,€23.45,€0.00,€16578.26,€0.00,€0.00,€0.00,€14.92,€0.00,€8.53
2022-06-07 18:26:08.718704,€0.00,€0.00,€23.70,€0.00,€16554.56,€0.00,€0.00,€0.00,€14.82,€0.00,€8.88
2022-06-08 18:26:08.718704,€0.00,€0.00,€169.43,€0.00,€16385.13,€0.00,€0.00,€148.79,€11.16,€0.00,€9.48
2022-06-09 18:26:08.718704,€0.00,€0.00,€24.97,€0.00,€16360.15,€0.00,€0.00,€0.00,€15.87,€0.00,€9.11
2022-06-10 18:26:08.718704,€0.00,€0.00,€357.47,€0.00,€16002.68,€0.00,€333.73,€0.00,€15.64,€0.00,€8.11
2022-06-11 18:26:08.718704,€0.00,€0.00,€23.68,€0.00,€15979.00,€0.00,€0.00,€0.00,€13.58,€0.00,€10.10
2022-06-12 18:26:08.718704,€0.00,€0.00,€24.00,€0.00,€15955.00,€0.00,€0.00,€0.00,€13.51,€0.00,€10.50
2022-06-13 18:26:08.718704,€0.00,€0.00,€24.77,€0.00,€15930.23,€0.00,€0.00,€0.00,€13.63,€0.00,€11.13
2022-06-14 18:26:08.718704,€0.00,€0.00,€24.87,€0.00,€15905.37,€0.00,€0.00,€0.00,€15.20,€0.00,€9.67
2022-06-15 18:26:08.718704,€0.00,€0.00,€477.25,€0.00,€15428.12,€0.00,€0.00,€146.57,€14.68,€306.11,€9.89
2022-06-16 18:26:08.718704,€0.00,€0.00,€23.82,€0.00,€15404.30,€0.00,€0.00,€0.00,€13.58,€0.00,€10.24
2022-06-17 18:26:08.718704,€0.00,€0.00,€21.10,€0.00,€15383.20,€0.00,€0.00,€0.00,€12.49,€0.00,€8.61
2022-06-18 18:26:08.718704,€0.00,€0.00,€23.73,€0.00,€15359.47,€0.00,€0.00,€0.00,€13.79,€0.00,€9.94
2022-06-19 18:26:08.718704,€0.00,€0.00,€22.41,€0.00,€15337.06,€0.00,€0.00,€0.00,€12.52,€0.00,€9.89
2022-06-20 18:26:08.718704,€0.00,€0.00,€25.45,€0.00,€15311.61,€0.00,€0.00,€0.00,€16.41,€0.00,€9.04
2022-06-21 18:26:08.718704,€0.00,€0.00,€22.40,€0.00,€15289.21,€0.00,€0.00,€0.00,€13.11,€0.00,€9.29
2022-06-22 18:26:08.718704,€0.00,€0.00,€180.39,€0.00,€15108.82,€0.00,€0.00,€157.41,€14.21,€0.00,€8.77
2022-06-23 18:26:08.718704,€0.00,€0.00,€22.64,€0.00,€15086.18,€0.00,€0.00,€0.00,€12.70,€0.00,€9.94
2022-06-24 18:26:08.718704,€0.00,€0.00,€23.52,€0.00,€15062.66,€0.00,€0.00,€0.00,€14.43,€0.00,€9.09
2022-06-25 18:26:08.718704,€0.00,€0.00,€25.33,€0.00,€15037.33,€0.00,€0.00,€0.00,€14.52,€0.00,€10.81
2022-06-26 18:26:08.718704,€0.00,€0.00,€23.83,€0.00,€15013.50,€0.00,€0.00,€0.00,€14.38,€0.00,€9.45
2022-06-27 18:26:08.718704,€0.00,€0.00,€23.99,€0.00,€14989.51,€0.00,€0.00,€0.00,€16.05,€0.00,€7.94
2022-06-28 18:26:08.718704,€0.00,€0.00,€26.65,€0.00,€14962.86,€0.00,€0.00,€0.00,€14.64,€0.00,€12.01
2022-06-29 18:26:08.718704,€0.00,€0.00,€21.35,€0.00,€14941.51,€0.00,€0.00,€0.00,€12.99,€0.00,€8.36
2022-06-30 18:26:08.718704,€0.00,€0.00,€23.95,€0.00,€14917.56,€0.00,€0.00,€0.00,€13.00,€0.00,€10.95
2022-07-01 18:26:08.718704,€5695.12,€0.00,€149.70,€1624.77,€18838.22,€0.00,€0.00,€127.26,€13.66,€0.00,€8.77
2022-07-02 18:26:08.718704,€0.00,€0.00,€19.61,€0.00,€18818.61,€0.00,€0.00,€0.00,€13.22,€0.00,€6.39
2022-07-03 18:26:08.718704,€0.00,€0.00,€23.79,€0.00,€18794.82,€0.00,€0.00,€0.00,€15.07,€0.00,€8.72
2022-07-04 18:26:08.718704,€0.00,€0.00,€24.47,€0.00,€18770.35,€0.00,€0.00,€0.00,€14.51,€0.00,€9.96
2022-07-05 18:26:08.718704,€0.00,€0.00,€696.96,€0.00,€18073.39,€673.67,€0.00,€0.00,€14.25,€0.00,€9.04
2022-07-06 18:26:08.718704,€0.00,€0.00,€24.77,€0.00,€18048.62,€0.00,€0.00,€0.00,€13.99,€0.00,€10.78
2022-07-07 18:26:08.718704,€0.00,€0.00,€22.11,€0.00,€18026.52,€0.00,€0.00,€0.00,€13.96,€0.00,€8.15
2022-07-08 18:26:08.718704,€0.00,€0.00,€180.23,€0.00,€17846.28,€0.00,€0.00,€155.07,€15.12,€0.00,€10.04
2022-07-09 18:26:08.718704,€0.00,€0.00,€24.05,€0.00,€17822.23,€0.00,€0.00,€0.00,€15.60,€0.00,€8.45
2022-07-10 18:26:08.718704,€0.00,€0.00,€430.33,€0.00,€17391.90,€0.00,€409.66,€0.00,€12.35,€0.00,€8.32
2022-07-11 18:26:08.718704,€0.00,€0.00,€24.46,€0.00,€17367.44,€0.00,€0.00,€0.00,€15.37,€0.00,€9.09
2022-07-12 18:26:08.718704,€0.00,€0.00,€22.15,€0.00,€17345.28,€0.00,€0.00,€0.00,€13.37,€0.00,€8.78
2022-07-13 18:26:08.718704,€0.00,€0.00,€24.39,€0.00,€17320.89,€0.00,€0.00,€0.00,€16.44,€0.00,€7.95
2022-07-14 18:26:08.718704,€0.00,€0.00,€24.60,€0.00,€17296.29,€0.00,€0.00,€0.00,€14.13,€0.00,€10.47
2022-07-15 18:26:08.718704,€0.00,€0.00,€381.60,€0.00,€16914.69,€0.00,€0.00,€123.68,€11.85,€237.80,€8.28
2022-07-16 18:26:08.718704,€0.00,€0.00,€23.54,€0.00,€16891.15,€0.00,€0.00,€0.00,€13.82,€0.00,€9.72
2022-07-17 18:26:08.718704,€0.00,€0.00,€21.92,€0.00,€16869.23,€0.00,€0.00,€0.00,€10.97,€0.00,€10.95
2022-07-18 18:26:08.718704,€0.00,€0.00,€23.84,€0.00,€16845.39,€0.00,€0.00,€0.00,€14.08,€0.00,€9.76
2022-07-19 18:26:08.718704,€0.00,€0.00,€22.09,€0.00,€16823.30,€0.00,€0.00,€0.00,€13.10,€0.00,€8.99
2022-07-20 18:26:08.718704,€0.00,€0.00,€24.05,€0.00,€16799.24,€0.00,€0.00,€0.00,€15.03,€0.00,€9.02
2022-07-21 18:26:08.718704,€0.00,€0.00,€23.75,€0.00,€16775.49,€0.00,€0.00,€0.00,€14.25,€0.00,€9.50
2022-07-22 18:26:08.718704,€0.00,€0.00,€168.92,€0.00,€16606.57,€0.00,€0.00,€146.58,€14.37,€0.00,€7.98
2022-07-23 18:26:08.718704,€0.00,€0.00,€24.05,€0.00,€16582.52,€0.00,€0.00,€0.00,€16.55,€0.00,€7.50
2022-07-24 18:26:08.718704,€0.00,€0.00,€27.43,€0.00,€16555.09,€0.00,€0.00,€0.00,€17.22,€0.00,€10.21
2022-07-25 18:26:08.718704,€0.00,€0.00,€24.93,€0.00,€16530.16,€0.00,€0.00,€0.00,€14.90,€0.00,€10.02
2022-07-26 18:26:08.718704,€0.00,€0.00,€24.95,€0.00,€16505.21,€0.00,€0.00,€0.00,€15.73,€0.00,€9.22
2022-07-27 18:26:08.718704,€0.00,€0.00,€24.63,€0.00,€16480.58,€0.00,€0.00,€0.00,€14.69,€0.00,€9.95
2022-07-28 18:26:08.718704,€0.00,€0.00,€23.03,€0.00,€16457.55,€0.00,€0.00,€0.00,€13.80,€0.00,€9.23
2022-07-29 18:26:08.718704,€0.00,€0.00,€22.94,€0.00,€16434.61,€0.00,€0.00,€0.00,€12.90,€0.00,€10.04
2022-07-30 18:26:08.718704,€0.00,€0.00,€24.12,€0.00,€16410.49,€0.00,€0.00,€0.00,€14.72,€0.00,€9.40
2022-07-31 18:26:08.718704,€0.00,€0.00,€0.00,€0.00,€16410.49,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00
2022-08-01 18:26:08.718704,€5662.74,€0.00,€140.93,€0.00,€21932.31,€0.00,€0.00,€116.37,€14.50,€0.00,€10.05
2022-08-02 18:26:08.718704,€0.00,€0.00,€24.68,€0.00,€21907.63,€0.00,€0.00,€0.00,€15.25,€0.00,€9.43
2022-08-03 18:26:08.718704,€0.00,€0.00,€23.70,€0.00,€21883.93,€0.00,€0.00,€0.00,€15.42,€0.00,€8.28
2022-08-04 18:26:08.718704,€0.00,€0.00,€25.48,€0.00,€21858.44,€0.00,€0.00,€0.00,€15.36,€0.00,€10.12
2022-08-05 18:26:08.718704,€0.00,€0.00,€875.65,€0.00,€20982.80,€852.28,€0.00,€0.00,€15.11,€0.00,€8.25
2022-08-06 18:26:08.718704,€0.00,€0.00,€23.15,€0.00,€20959.65,€0.00,€0.00,€0.00,€13.15,€0.00,€10.00
2022-08-07 18:26:08.718704,€0.00,€0.00,€26.51,€0.00,€20933.14,€0.00,€0.00,€0.00,€16.99,€0.00,€9.52
2022-08-08 18:26:08.718704,€0.00,€0.00,€149.10,€0.00,€20784.05,€0.00,€0.00,€126.41,€14.11,€0.00,€8.57
2022-08-09 18:26:08.718704,€0.00,€0.00,€23.95,€0.00,€20760.10,€0.00,€0.00,€0.00,€14.63,€0.00,€9.32
2022-08-10 18:26:08.718704,€0.00,€0.00,€364.08,€0.00,€20396.02,€0.00,€341.50,€0.00,€14.52,€0.00,€8.07
2022-08-11 18:26:08.718704,€0.00,€0.00,€22.38,€0.00,€20373.64,€0.00,€0.00,€0.00,€11.92,€0.00,€10.46
2022-08-12 18:26:08.718704,€0.00,€0.00,€23.66,€0.00,€20349.98,€0.00,€0.00,€0.00,€15.13,€0.00,€8.53
2022-08-13 18:26:08.718704,€0.00,€0.00,€26.59,€0.00,€20323.40,€0.00,€0.00,€0.00,€16.28,€0.00,€10.31
2022-08-14 18:26:08.718704,€0.00,€0.00,€21.59,€0.00,€20301.80,€0.00,€0.00,€0.00,€12.64,€0.00,€8.96
2022-08-15 18:26:08.718704,€0.00,€0.00,€428.81,€0.00,€19872.99,€0.00,€0.00,€143.67,€13.52,€262.00,€9.62
2022-08-16 18:26:08.718704,€0.00,€0.00,€24.28,€0.00,€19848.70,€0.00,€0.00,€0.00,€14.53,€0.00,€9.75
2022-08-17 18:26:08.718704,€0.00,€0.00,€23.11,€0.00,€19825.59,€0.00,€0.00,€0.00,€14.93,€0.00,€8.18
2022-08-18 18:26:08.718704,€0.00,€0.00,€24.67,€0.00,€19800.93,€0.00,€0.00,€0.00,€15.73,€0.00,€8.94
2022-08-19 18:26:08.718704,€0.00,€0.00,€24.34,€0.00,€19776.59,€0.00,€0.00,€0.00,€14.55,€0.00,€9.79
2022-08-20 18:26:08.718704,€0.00,€0.00,€26.33,€0.00,€19750.26,€0.00,€0.00,€0.00,€15.80,€0.00,€10.53
2022-08-21 18:26:08.718704,€0.00,€0.00,€23.74,€0.00,€19726.52,€0.00,€0.00,€0.00,€13.93,€0.00,€9.81
2022-08-22 18:26:08.718704,€0.00,€0.00,€136.36,€0.00,€19590.16,€0.00,€0.00,€113.37,€14.87,€0.00,€8.12
2022-08-23 18:26:08.718704,€0.00,€0.00,€19.70,€0.00,€19570.46,€0.00,€0.00,€0.00,€13.63,€0.00,€6.07
2022-08-24 18:26:08.718704,€0.00,€0.00,€22.93,€0.00,€19547.54,€0.00,€0.00,€0.00,€13.19,€0.00,€9.74
2022-08-25 18:26:08.718704,€0.00,€0.00,€21.63,€0.00,€19525.91,€0.00,€0.00,€0.00,€11.37,€0.00,€10.26
2022-08-26 18:26:08.718704,€0.00,€0.00,€25.05,€0.00,€19500.86,€0.00,€0.00,€0.00,€16.01,€0.00,€9.04
2022-08-27 18:26:08.718704,€0.00,€0.00,€21.49,€0.00,€19479.37,€0.00,€0.00,€0.00,€13.13,€0.00,€8.36
2022-08-28 18:26:08.718704,€0.00,€0.00,€24.18,€0.00,€19455.19,€0.00,€0.00,€0.00,€13.74,€0.00,€10.44
2022-08-29 18:26:08.718704,€0.00,€0.00,€21.82,€0.00,€19433.37,€0.00,€0.00,€0.00,€12.76,€0.00,€9.06
2022-08-30 18:26:08.718704,€0.00,€0.00,€20.87,€0.00,€19412.49,€0.00,€0.00,€0.00,€11.84,€0.00,€9.04
2022-08-31 18:26:08.718704,€0.00,€0.00,€0.00,€0.00,€19412.49,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00
2022-09-01 18:26:08.718704,€4636.26,€0.00,€135.62,€0.00,€23913.13,€0.00,€0.00,€114.94,€11.19,€0.00,€9.50
2022-09-02 18:26:08.718704,€0.00,€0.00,€24.09,€0.00,€23889.03,€0.00,€0.00,€0.00,€15.78,€0.00,€8.32
2022-09-03 18:26:08.718704,€0.00,€0.00,€27.99,€0.00,€23861.04,€0.00,€0.00,€0.00,€17.11,€0.00,€10.88
2022-09-04 18:26:08.718704,€0.00,€0.00,€23.89,€0.00,€23837.14,€0.00,€0.00,€0.00,€15.94,€0.00,€7.96
2022-09-05 18:26:08.718704,€0.00,€0.00,€836.48,€0.00,€23000.67,€812.30,€0.00,€0.00,€14.19,€0.00,€9.98
2022-09-06 18:26:08.718704,€0.00,€0.00,€24.25,€0.00,€22976.41,€0.00,€0.00,€0.00,€14.40,€0.00,€9.85
2022-09-07 18:26:08.718704,€0.00,€0.00,€23.36,€0.00,€22953.06,€0.00,€0.00,€0.00,€15.46,€0.00,€7.90
2022-09-08 18:26:08.718704,€0.00,€0.00,€150.69,€0.00,€22802.37,€0.00,€0.00,€126.99,€14.03,€0.00,€9.67
2022-09-09 18:26:08.718704,€0.00,€0.00,€22.87,€0.00,€22779.50,€0.00,€0.00,€0.00,€14.32,€0.00,€8.55
2022-09-10 18:26:08.718704,€0.00,€0.00,€465.94,€0.00,€22313.56,€0.00,€443.65,€0.00,€13.23,€0.00,€9.05
2022-09-11 18:26:08.718704,€0.00,€0.00,€19.67,€0.00,€22293.89,€0.00,€0.00,€0.00,€11.74,€0.00,€7.93
2022-09-12 18:26:08.718704,€0.00,€0.00,€23.40,€0.00,€22270.48,€0.00,€0.00,€0.00,€14.33,€0.00,€9.08
2022-09-13 18:26:08.718704,€0.00,€0.00,€24.74,€0.00,€22245.74,€0.00,€0.00,€0.00,€15.28,€0.00,€9.46
2022-09-14 18:26:08.718704,€0.00,€0.00,€22.82,€0.00,€22222.92,€0.00,€0.00,€0.00,€13.53,€0.00,€9.29
2022-09-15 18:26:08.718704,€0.00,€0.00,€448.98,€0.00,€21773.94,€0.00,€0.00,€131.54,€15.60,€292.07,€9.77
2022-09-16 18:26:08.718704,€0.00,€0.00,€23.39,€0.00,€21750.55,€0.00,€0.00,€0.00,€14.49,€0.00,€8.91
2022-09-17 18:26:08.718704,€0.00,€0.00,€23.67,€0.00,€21726.88,€0.00,€0.00,€0.00,€12.84,€0.00,€10.83
2022-09-18 18:26:08.718704,€0.00,€0.00,€22.70,€0.00,€21704.18,€0.00,€0.00,€0.00,€12.44,€0.00,€10.26
2022-09-19 18:26:08.718704,€0.00,€0.00,€20.49,€0.00,€21683.70,€0.00,€0.00,€0.00,€11.86,€0.00,€8.63
2022-09-20 18:26:08.718704,€0.00,€0.00,€23.49,€0.00,€21660.21,€0.00,€0.00,€0.00,€14.50,€0.00,€8.99
2022-09-21 18:26:08.718704,€0.00,€0.00,€20.71,€0.00,€21639.50,€0.00,€0.00,€0.00,€11.94,€0.00,€8.77
2022-09-22 18:26:08.718704,€0.00,€0.00,€159.69,€0.00,€21479.80,€0.00,€0.00,€137.06,€13.92,€0.00,€8.71
2022-09-23 18:26:08.718704,€0.00,€0.00,€22.67,€0.00,€21457.13,€0.00,€0.00,€0.00,€12.97,€0.00,€9.70
2022-09-24 18:26:08.718704,€0.00,€0.00,€21.55,€0.00,€21435.58,€0.00,€0.00,€0.00,€13.62,€0.00,€7.93
2022-09-25 18:26:08.718704,€0.00,€0.00,€22.34,€0.00,€21413.24,€0.00,€0.00,€0.00,€12.95,€0.00,€9.38
2022-09-26 18:26:08.718704,€0.00,€0.00,€25.50,€0.00,€21387.74,€0.00,€0.00,€0.00,€16.85,€0.00,€8.65
2022-09-27 18:26:08.718704,€0.00,€0.00,€23.62,€0.00,€21364.12,€0.00,€0.00,€0.00,€15.71,€0.00,€7.91
2022-09-28 18:26:08.718704,€0.00,€0.00,€25.12,€0.00,€21339.00,€0.00,€0.00,€0.00,€15.96,€0.00,€9.16
2022-09-29 18:26:08.718704,€0.00,€0.00,€25.00,€0.00,€21314.00,€0.00,€0.00,€0.00,€15.56,€0.00,€9.44
2022-09-30 18:26:08.718704,€0.00,€0.00,€24.03,€0.00,€21289.97,€0.00,€0.00,€0.00,€13.48,€0.00,€10.55
2022-10-01 18:26:08.718704,€4968.79,€2518.49,€166.16,€0.00,€28611.09,€0.00,€0.00,€142.27,€15.84,€0.00,€8.04
2022-10-02 18:26:08.718704,€0.00,€0.00,€19.67,€0.00,€28591.42,€0.00,€0.00,€0.00,€11.98,€0.00,€7.70
2022-10-03 18:26:08.718704,€0.00,€0.00,€22.33,€0.00,€28569.09,€0.00,€0.00,€0.00,€14.09,€0.00,€8.24
2022-10-04 18:26:08.718704,€0.00,€0.00,€22.65,€0.00,€28546.44,€0.00,€0.00,€0.00,€12.33,€0.00,€10.32
2022-10-05 18:26:08.718704,€0.00,€0.00,€980.44,€0.00,€27566.00,€956.63,€0.00,€0.00,€16.30,€0.00,€7.51
2022-10-06 18:26:08.718704,€0.00,€0.00,€21.07,€0.00,€27544.93,€0.00,€0.00,€0.00,€11.53,€0.00,€9.54
2022-10-07 18:26:08.718704,€0.00,€0.00,€21.95,€0.00,€27522.98,€0.00,€0.00,€0.00,€14.26,€0.00,€7.69
2022-10-08 18:26:08.718704,€0.00,€0.00,€187.29,€0.00,€27335.69,€0.00,€0.00,€163.42,€13.56,€0.00,€10.31
2022-10-09 18:26:08.718704,€0.00,€0.00,€22.25,€0.00,€27313.44,€0.00,€0.00,€0.00,€14.63,€0.00,€7.62
2022-10-10 18:26:08.718704,€0.00,€0.00,€476.48,€0.00,€26836.96,€0.00,€455.45,€0.00,€13.11,€0.00,€7.92
2022-10-11 18:26:08.718704,€0.00,€0.00,€25.05,€0.00,€26811.91,€0.00,€0.00,€0.00,€15.53,€0.00,€9.52
2022-10-12 18:26:08.718704,€0.00,€0.00,€22.54,€0.00,€26789.37,€0.00,€0.00,€0.00,€13.26,€0.00,€9.29
2022-10-13 18:26:08.718704,€0.00,€0.00,€23.19,€0.00,€26766.18,€0.00,€0.00,€0.00,€14.29,€0.00,€8.90
2022-10-14 18:26:08.718704,€0.00,€0.00,€24.37,€0.00,€26741.81,€0.00,€0.00,€0.00,€13.56,€0.00,€10.80
2022-10-15 18:26:08.718704,€0.00,€0.00,€445.43,€0.00,€26296.38,€0.00,€0.00,€149.11,€16.03,€270.55,€9.75
