Date,Income,Extra Income,Total Expenses,Extra Expenses,Balance,Mortgage,Car,Food,Leisure,Utilities,Other,Mortgage_Location,Car_Location,Food_Location,Leisure_Location,Utilities_Location,Other_Location,Extra_Expense_Location
2023-11-21 18:51:56.402276,€0.00,€0.00,€23.13,€0.00,€3408.47,€0.00,€0.00,€0.00,€13.94,€0.00,€9.20,"Bilbao, Spain","Bilbao, Spain","Carretera del Antiguo Parque de Atracciones de Bilbao, Olabarrieta, Kurtzea, Galdakao, Bizkaia, Euskadi, 48960, España","La Calzada, Valderrama, Partido de la Sierra en Tobalina, Burgos, Castilla y León, España","Bilbao, Spain","Andraka, Bizkaia, Euskadi, 48620, España",
2023-11-22 18:51:56.402276,€0.00,€0.00,€147.62,€0.00,€3260.85,€0.00,€0.00,€127.62,€10.03,€0.00,€9.98,"Bilbao, Spain","Bilbao, Spain","A-3634, Etxabe, Llanteno, Ayala/Aiara, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01478, España","BTT, Zeanuri, Bizkaia, Euskadi, 48148, España","Bilbao, Spain","Nocedillo, Yécora/Iekora, Arabako Errioxa/Rioja Alavesa, Araba/Álava, Euskadi, 01322, España",
2023-11-23 18:51:56.402276,€0.00,€0.00,€24.04,€0.00,€3236.81,€0.00,€0.00,€0.00,€13.36,€0.00,€10.67,"Bilbao, Spain","Bilbao, Spain","Padura, Sodupe, Güeñes, Bizkaia, Euskadi, 48830, España","Peña Cigarrera, Los Altos, Burgos, Castilla y León, 09551, España","Bilbao, Spain","GI-3720, Bidania-Goiatz, Gipuzkoa, Euskadi, 20496, España",
2023-11-24 18:51:56.402276,€0.00,€0.00,€21.84,€0.00,€3214.97,€0.00,€0.00,€0.00,€13.11,€0.00,€8.72,"Bilbao, Spain","Bilbao, Spain","APN SUR, Carretera de Servicio Aeroportuario, Erandio, Andraka, Bizkaia, Euskadi, 48620, España","Camino al Portillo de Azkarate, Zuhatzu Kuartango, Kuartango, Añanako kuadrilla/Cuadrilla de Añana, Araba/Álava, Euskadi, 01430, España","Bilbao, Spain","Zetas hacia Tarín, Alonsotegi, Bizkaia, Euskadi, 48002, España",
2023-11-25 18:51:56.402276,€0.00,€0.00,€23.43,€0.00,€3191.54,€0.00,€0.00,€0.00,€14.88,€0.00,€8.55,"Bilbao, Spain","Bilbao, Spain","Mendiona errepidea, San Pedro Goikuría, Sodupe, Güeñes, Bizkaia, Euskadi, 48830, España","Umabe, Baserria, 22, Goiatz barreiatua, Bidania-Goiatz, Gipuzkoa, Euskadi, 20496, España","Bilbao, Spain","Endara auzoa, Endara, Lesaka, Baztan-Bidasoa, Navarra - Nafarroa, España",
2023-11-26 18:51:56.402276,€0.00,€0.00,€26.15,€0.00,€3165.39,€0.00,€0.00,€0.00,€16.48,€0.00,€9.67,"Bilbao, Spain","Bilbao, Spain","5, Calle Errotabarria / Errotabarria kalea, Lutxana, Barakaldo, Bizkaia, Euskadi, 48903, España","Virués, Trespaderne, Burgos, Castilla y León, 09549, España","Bilbao, Spain","Andraka, Bizkaia, Euskadi, 48620, España",
2023-11-27 18:51:56.402276,€0.00,€0.00,€28.56,€0.00,€3136.83,€0.00,€0.00,€0.00,€17.14,€0.00,€11.42,"Bilbao, Spain","Bilbao, Spain","Azoka Sagardotegia, Avenida Zabaloetxe, Zabaloetxe, Loiu, Andraka, Bizkaia, Euskadi, 48620, España","Azurreka, Arraño, Lemoa, Bizkaia, Euskadi, 48330, España","Bilbao, Spain","Txaparkako iturria / Fuente de Txaparka, GR282, Aguillo, Condado de Treviño, Montaña Alavesa/Arabako Mendialdea, Araba/Álava, Euskadi, 01194, España",
2023-11-28 18:51:56.402276,€0.00,€0.00,€20.28,€0.00,€3116.54,€0.00,€0.00,€0.00,€11.10,€0.00,€9.19,"Bilbao, Spain","Bilbao, Spain","Carretera del Aeródromo de Zalla-Forestal, Barrio El Llano, Sollano-Llantada, Zalla, Bizkaia, Euskadi, 48850, España","Ermita de San Blas, Calle San Blas, Barrio de los Corrales, Poza de la Sal, Burgos, Castilla y León, 09246, España","Bilbao, Spain","Harrizuri, Gorbeiako bidea (Dulau), Zeanuri, Bizkaia, Euskadi, 48148, España",
2023-11-29 18:51:56.402276,€0.00,€0.00,€24.40,€0.00,€3092.14,€0.00,€0.00,€0.00,€14.05,€0.00,€10.36,"Bilbao, Spain","Bilbao, Spain","BI-3102, Mendotza, Gamiz-Fika, Bizkaia, Euskadi, 48620, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain",España,
2023-11-30 18:51:56.402276,€0.00,€0.00,€24.11,€0.00,€3068.03,€0.00,€0.00,€0.00,€14.25,€0.00,€9.85,"Bilbao, Spain","Bilbao, Spain","10, Calle Artatzamina / Artatzamina kalea, Matiko - Ciudad Jardín, Matiko-Ciudad Jardín, Uribarri, Bilbao, Bizkaia, Euskadi, 48007, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","San Millán de Yécora, La Rioja, España",
2023-12-01 18:51:56.402276,€4319.69,€0.00,€172.15,€0.00,€7215.57,€0.00,€0.00,€147.79,€14.25,€0.00,€10.12,"Bilbao, Spain","Bilbao, Spain","Sustatxa bidea, Berango, Andraka, Bizkaia, Euskadi, 48620, España","30, Calle Balejo / Balejo kalea, Munoa, Barakaldo, Bizkaia, Euskadi, 48903, España","Bilbao, Spain","Mercadona, 10, Andia mendiaren kalea/Calle Sierra de Andía, Lakua, Arriaga-Lakua, Vitoria-Gasteiz, Gasteizko kuadrilla/Cuadrilla de Vitoria, Araba/Álava, Euskadi, 01010, España",
2023-12-02 18:51:56.402276,€0.00,€0.00,€27.07,€0.00,€7188.50,€0.00,€0.00,€0.00,€16.92,€0.00,€10.15,"Bilbao, Spain","Bilbao, Spain","Memorial Joserra, BI-2524, Entelladorena, Zubialde, Zeberio, Bizkaia, Euskadi, 48148, España","Fuente Cistierna, Camino de Villaescusa del Butrón a Poza de la Sal, Villaescusa del Butrón, Los Altos, Burgos, Castilla y León, España","Bilbao, Spain",España,
2023-12-03 18:51:56.402276,€0.00,€0.00,€21.41,€0.00,€7167.09,€0.00,€0.00,€0.00,€12.26,€0.00,€9.15,"Bilbao, Spain","Bilbao, Spain","Barrio Ergoien, Gamiz, Gamiz-Fika, Andraka, Bizkaia, Euskadi, 48620, España","Fuente de la Teja, Santa Gadea del Cid, Burgos, Castilla y León, España","Bilbao, Spain","56, Ugalde, Okondo, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01409, España",
2023-12-04 18:51:56.402276,€0.00,€0.00,€19.59,€0.00,€7147.50,€0.00,€0.00,€0.00,€10.76,€0.00,€8.83,"Bilbao, Spain","Bilbao, Spain","Arritugane kalea, Mungia, Andraka, Bizkaia, Euskadi, 48620, España","Frailebaso, Zeanuri, Bizkaia, Euskadi, 48148, España","Bilbao, Spain","Gorrebustoko bidea/Camino de Barriobusto, Labraza, Barriobusto/Gorrebusto, Oyón/Oion, Arabako Errioxa/Rioja Alavesa, Araba/Álava, Euskadi, 01322, España",
2023-12-05 18:51:56.402276,€0.00,€0.00,€887.76,€0.00,€6259.74,€864.24,€0.00,€0.00,€13.49,€0.00,€10.03,"Bilbao, Spain","Bilbao, Spain","Calle del Eskurto, Otxartaga, Intxaurdi, Ortuella, Bizkaia, Euskadi, 48530, España","Arboleda-Redonda, Alonsotegi, Bizkaia, Euskadi, 48820, España","Bilbao, Spain","LR-309, Bañares, Hervías, La Rioja, 26257, España",
2023-12-06 18:51:56.402276,€0.00,€0.00,€22.25,€0.00,€6237.49,€0.00,€0.00,€0.00,€12.82,€0.00,€9.43,"Bilbao, Spain","Bilbao, Spain","El Arbolar Bajero, Alonsotegi, Bizkaia, Euskadi, 48820, España","Cabo Menor, Cueto, Santander, Cantabria, 39012, España","Bilbao, Spain","Andraka, Bizkaia, Euskadi, 48620, España",
2023-12-07 18:51:56.402276,€0.00,€0.00,€25.22,€0.00,€6212.27,€0.00,€0.00,€0.00,€14.63,€0.00,€10.58,"Bilbao, Spain","Bilbao, Spain","Orto Missa, Calle Fernández del Campo / Fernandez del Campo kalea, Abando, Bilbao, Bizkaia, Euskadi, 48008, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","El Limitado/Limitatua, Otxandio, Bizkaia, Euskadi, 48210, España",
2023-12-08 18:51:56.402276,€0.00,€0.00,€176.53,€0.00,€6035.74,€0.00,€0.00,€150.69,€15.57,€0.00,€10.28,"Bilbao, Spain","Bilbao, Spain","Avenida Altos Hornos de Vizcaya, Larrea, Barakaldo, Bizkaia, Euskadi, 48901, España","Las Carrasquillas, Basquiñuelas, Erriberagoitia/Ribera Alta, Añanako kuadrilla/Cuadrilla de Añana, Araba/Álava, Euskadi, 01420, España","Bilbao, Spain","BU-V-7418, Laño, Condado de Treviño, Burgos, Castilla y León, España",
2023-12-09 18:51:56.402276,€0.00,€0.00,€24.06,€0.00,€6011.68,€0.00,€0.00,€0.00,€14.45,€0.00,€9.60,"Bilbao, Spain","Bilbao, Spain","CIFP San Jorge LHII, Calle Cueto II kalea, Oiankas, Kabiezes, Santurtzi, Bizkaia, Euskadi, 48620, España","Ausobeko bidea, Ollo, Valle de Ollo/Ollaran, Ibarrak / Valles, 31172, España","Bilbao, Spain","Barrio Basoaga, Zalla, Bizkaia, Euskadi, 48800, España",
2023-12-10 18:51:56.402276,€0.00,€0.00,€425.75,€0.00,€5585.93,€0.00,€400.40,€0.00,€15.23,€0.00,€10.13,"Bilbao, Spain","Bilbao, Spain","Kortabaso, Igorre, Bizkaia, Euskadi, 48140, España","Isusi kalea/Calle Isusi, Isasi, Ugarte, Laudio/Llodio, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01400, España","Bilbao, Spain","El Portillo, Rublacedo de Abajo, Burgos, Castilla y León, España",
2023-12-11 18:51:56.402276,€0.00,€0.00,€22.72,€0.00,€5563.21,€0.00,€0.00,€0.00,€14.31,€0.00,€8.41,"Bilbao, Spain","Bilbao, Spain","Los Cellos, Gordexola, Bizkaia, Euskadi, 01478, España","Amediano, Dehesas Agregadas de Zuya, Zuia, Gorbeialdea, Araba/Álava, Euskadi, 01139, España","Bilbao, Spain","Jardines, Alameda Mazarredo / Mazarredo zumarkalea, Abando, Bilbao, Bizkaia, Euskadi, 48001, España",
2023-12-12 18:51:56.402276,€0.00,€0.00,€22.19,€0.00,€5541.02,€0.00,€0.00,€0.00,€11.57,€0.00,€10.62,"Bilbao, Spain","Bilbao, Spain","Barrio Torrejón, Ojivar, Aranguren, Zalla, Bizkaia, Euskadi, 48850, España","fuente Gutiérrez, Carretera de Madrid a Irún, Barrio de Santo Cristo, Pancorbo, Burgos, Castilla y León, 09280, España","Bilbao, Spain","Calle Vistalegre, Barrio de Abajo, Arija, Burgos, Castilla y León, 09570, España",
2023-12-13 18:51:56.402276,€0.00,€0.00,€22.17,€0.00,€5518.85,€0.00,€0.00,€0.00,€13.52,€0.00,€8.65,"Bilbao, Spain","Bilbao, Spain","BI-2120, Jule, Maruri-Jatabe, Andraka, Bizkaia, Euskadi, 48620, España","Pagasarri bide zaharra / Camino viejo al Pagasarri, Ibaiondo, Bilbao, Bizkaia, Euskadi, 48002, España","Bilbao, Spain","1, Kobetabidea / Camino Kobeta, Kobeta, Basurtu-Zorrotza, Bilbao, Bizkaia, Euskadi, 48002, España",
2023-12-14 18:51:56.402276,€0.00,€0.00,€24.08,€0.00,€5494.77,€0.00,€0.00,€0.00,€14.34,€0.00,€9.74,"Bilbao, Spain","Bilbao, Spain","Carretera del Antiguo Parque de Atracciones de Bilbao, Olabarrieta, Kurtzea, Galdakao, Bizkaia, Euskadi, 48960, España","Las Cocinillas, Merindad de Valdivielso, Burgos, Castilla y León, España","Bilbao, Spain","Barrio La Tejera, Urbanización La Tejera, Entrambasaguas, Cantabria, 39715, España",
2023-12-15 18:51:56.402276,€0.00,€0.00,€511.15,€0.00,€4983.62,€0.00,€0.00,€153.88,€12.17,€335.70,€9.40,"Bilbao, Spain","Bilbao, Spain","Plaza de Federico Moyúa / Federico Moyua plaza, Uribitarte, Abando, Bilbao, Bizkaia, Euskadi, 48009, España","Tarragona-Bilbao, Pozueta, Durandio, Lemoa, Bizkaia, Euskadi, 48330, España","Bilbao, Spain","Itza, Menegarai-Beotegi, Ayala/Aiara, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01477, España",
2023-12-16 18:51:56.402276,€0.00,€0.00,€23.79,€0.00,€4959.84,€0.00,€0.00,€0.00,€14.00,€0.00,€9.78,"Bilbao, Spain","Bilbao, Spain","Oilakorbe, Olarra, Arantzazu, Bizkaia, Euskadi, 48140, España","65, Circunvalación este de Bilbao, Uribarri, Bilbao, Bizkaia, Euskadi, 48015, España","Bilbao, Spain","Colegio Urdaneta, Loiu - Gatika errepidea, Loiu, Andraka, Bizkaia, Euskadi, 48620, España",
2023-12-17 18:51:56.402276,€0.00,€0.00,€22.31,€0.00,€4937.53,€0.00,€0.00,€0.00,€12.70,€0.00,€9.60,"Bilbao, Spain","Bilbao, Spain","Acceso a Bilbao por el Norte (Enekuri - Asua), Deusto, Bilbao, Bizkaia, Euskadi, 48015, España","saratxo-berenilla, Güeñes, Bizkaia, Euskadi, 48840, España","Bilbao, Spain","BI-3513, Zeberio, Bizkaia, Euskadi, 48148, España",
2023-12-18 18:51:56.402276,€0.00,€0.00,€25.28,€0.00,€4912.25,€0.00,€0.00,€0.00,€16.73,€0.00,€8.55,"Bilbao, Spain","Bilbao, Spain","Bilbao - Sestao errepidea, Lutxana, Barakaldo, Bizkaia, Euskadi, 48900, España","Tribiz, Bermeo, Bizkaia, Euskadi, 48370, España","Bilbao, Spain","enlace via ferrata K3-K4, Silanes, Miraveche, Burgos, Castilla y León, España",
2023-12-19 18:51:56.402276,€0.00,€0.00,€23.58,€0.00,€4888.66,€0.00,€0.00,€0.00,€12.76,€0.00,€10.82,"Bilbao, Spain","Bilbao, Spain","Aparcamiento Hondartzak, Arrietara etorbidea, Bareño, Sopela, Andraka, Bizkaia, Euskadi, 48620, España","Atxamaike, Luiaondo, Ayala/Aiara, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01408, España","Bilbao, Spain","Ametzarte, Alonsotegi, Bizkaia, Euskadi, 48810, España",
2023-12-20 18:51:56.402276,€0.00,€0.00,€23.29,€0.00,€4865.37,€0.00,€0.00,€0.00,€13.28,€0.00,€10.01,"Bilbao, Spain","Bilbao, Spain","Trapaga-Kauso, Zaballa, Valle de Trápaga-Trapagaran, Bizkaia, Euskadi, 48620, España","Cueva de los Tabaqueros, Barrio Zamundi auzoa, Zamundi, Alonsotegi, Bizkaia, Euskadi, 48093, España","Bilbao, Spain","Andraka, Bizkaia, Euskadi, 48620, España",
2023-12-21 18:51:56.402276,€0.00,€0.00,€24.60,€0.00,€4840.77,€0.00,€0.00,€0.00,€15.37,€0.00,€9.23,"Bilbao, Spain","Bilbao, Spain","Fuente de San Martin, Barrio Aldana, Azordoiaga, Aldana, Alonsotegi, Bizkaia, Euskadi, 48810, España","Lugorri, Lezama, Amurrio, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01450, España","Bilbao, Spain","Villaño, Valle de Losa, Burgos, Castilla y León, España",
2023-12-22 18:51:56.402276,€0.00,€0.00,€174.69,€0.00,€4666.08,€0.00,€0.00,€150.60,€13.97,€0.00,€10.12,"Bilbao, Spain","Bilbao, Spain","Carretera El Campillo-La Arboleda, Triano, Orconera, Ortuella, Bizkaia, Euskadi, 48500, España","Larrazabal kalea/Calle Larrazabal, Larrazabal-Gardea, Laudio/Llodio, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01400, España","Bilbao, Spain","Andraka, Bizkaia, Euskadi, 48620, España",
2023-12-23 18:51:56.402276,€0.00,€0.00,€24.18,€0.00,€4641.91,€0.00,€0.00,€0.00,€14.17,€0.00,€10.01,"Bilbao, Spain","Bilbao, Spain","Calle Tomás Meabe, Doneztebe, Etxebarri, Bizkaia, Euskadi, 48004, España","Puntamotz, Gorliz, Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Castillo de Rodilla, Calle Nueva, Santa Marina, Monasterio de Rodilla, Burgos, Castilla y León, 09292, España",
2023-12-24 18:51:56.402276,€0.00,€0.00,€25.60,€0.00,€4616.31,€0.00,€0.00,€0.00,€15.78,€0.00,€9.82,"Bilbao, Spain","Bilbao, Spain","Mungia, Andraka, Bizkaia, Euskadi, 48620, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Autovía del Camino de Santiago, Azofra, La Rioja, 26323, España",
2023-12-25 18:51:56.402276,€0.00,€0.00,€25.25,€0.00,€4591.06,€0.00,€0.00,€0.00,€14.42,€0.00,€10.82,"Bilbao, Spain","Bilbao, Spain","El Vivero errepidea, Lezama, Bizkaia, Euskadi, 48196, España","Orue kalea/Calle Orue, Amurrio, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01470, España","Bilbao, Spain","Iturzar, Mezkia, San Millán/Donemiliaga, Arabako lautada/Llanada Alavesa, Araba/Álava, Euskadi, 01207, España",
2023-12-26 18:51:56.402276,€0.00,€0.00,€23.74,€0.00,€4567.32,€0.00,€0.00,€0.00,€14.11,€0.00,€9.63,"Bilbao, Spain","Bilbao, Spain","Tarragona-Bilbao, Bedia, Bizkaia, Euskadi, 48390, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Larraskitu kalea / Avenida Larraskitu, Larraskitu, Errekalde, Bilbao, Bizkaia, Euskadi, 48003, España",
2023-12-27 18:51:56.402276,€0.00,€0.00,€26.28,€0.00,€4541.04,€0.00,€0.00,€0.00,€16.78,€0.00,€9.50,"Bilbao, Spain","Bilbao, Spain","Iturriko kalexka / Callejón de la Fuente, Botikazahar, San Pedro de Deusto-La Ribera, Deusto, Bilbao, Bizkaia, Euskadi, 48013, España","BU-550, Quintana-Entrepeñas, Medina de Pomar, Burgos, Castilla y León, 09549, España","Bilbao, Spain","Etxabarri Urtupiña, Barrundia, Arabako lautada/Llanada Alavesa, Araba/Álava, Euskadi, 01206, España",
2023-12-28 18:51:56.402276,€0.00,€0.00,€22.98,€0.00,€4518.06,€0.00,€0.00,€0.00,€14.27,€0.00,€8.71,"Bilbao, Spain","Bilbao, Spain","Bilbao - Atxukarro errepidea, Lanbarketa, Brisketa, Ibaiondo, Arrigorriaga, Bizkaia, Euskadi, 48480, España","Kobaron, Muskiz, Bizkaia, Euskadi, 39706, España","Bilbao, Spain","Kantauriko autobia - Autovía del Cantábrico, Santurtzi, Bizkaia, Euskadi, 48620, España",
2023-12-29 18:51:56.402276,€0.00,€0.00,€21.23,€0.00,€4496.83,€0.00,€0.00,€0.00,€15.11,€0.00,€6.11,"Bilbao, Spain","Bilbao, Spain","Acceso antena Ubieta, Ubieta, Güeñes, Bizkaia, Euskadi, 48860, España","Carretera de Madrid a Irún, Candepajares, Bugedo, Burgos, Castilla y León, España","Bilbao, Spain","Eulz / Eultz, Eulz, Allín / Allin, Estellerria / Tierra Estella, Navarra - Nafarroa, 31290, España",
2023-12-30 18:51:56.402276,€0.00,€0.00,€19.23,€0.00,€4477.61,€0.00,€0.00,€0.00,€12.00,€0.00,€7.23,"Bilbao, Spain","Bilbao, Spain","Calle Lacabex Lexarreta, La Quadra, Güeñes, Bizkaia, Euskadi, 48820, España","Dolmen Lejázar Norte, Camino del Salto del Nervión, Berberana, Burgos, Castilla y León, 01449, España","Bilbao, Spain","Villabasil, Valle de Losa, Burgos, Castilla y León, España",
2023-12-31 18:51:56.402276,€0.00,€0.00,€0.00,€0.00,€4477.61,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,"Bilbao, Spain","Bilbao, Spain","Carretera de San Pedro a Intxaurraga, Intxaurraga, Galdames, Bizkaia, Euskadi, 48191, España","BI-2124, Mendiondo, Urduliz, Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Ojébar, Rasines, Cantabria, 39860, España",
2024-01-01 18:51:56.402276,€5795.52,€0.00,€159.56,€0.00,€10113.57,€0.00,€0.00,€139.99,€10.55,€0.00,€9.02,"Bilbao, Spain","Bilbao, Spain","Landa, Torrebarria, Urduliz, Andraka, Bizkaia, Euskadi, 48620, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","BI-3341, Goierri, Duña, Garai, Bizkaia, Euskadi, 48215, España",
2024-01-02 18:51:56.402276,€0.00,€0.00,€23.18,€0.00,€10090.39,€0.00,€0.00,€0.00,€13.71,€0.00,€9.47,"Bilbao, Spain","Bilbao, Spain","Eguzkitza Bidea, Axgane, Iturriaga, Berango, Andraka, Bizkaia, Euskadi, 48620, España","El Hierro, Gordexola, Bizkaia, Euskadi, 48182, España","Bilbao, Spain","Museo Guggenheim Bilbao, 2, Lehendakari Leizaola Kalea, Indautxu, Abando, Bilbao, Bizkaia, Euskadi, 48009, España",
2024-01-03 18:51:56.402276,€0.00,€0.00,€23.20,€0.00,€10067.20,€0.00,€0.00,€0.00,€13.94,€0.00,€9.26,"Bilbao, Spain","Bilbao, Spain","27, Camino Arraizbidea / Arraizbidea, Iturrigorri-Peñascal, Errekalde, Bilbao, Bizkaia, Euskadi, 48002, España","Barrio de San Esteban, Escobedo de Camargo, Camargo, Cantabria, 39609, España","Bilbao, Spain","Juan Cuadrado kalea, Elexalde, Getxo, Andraka, Bizkaia, Euskadi, 48993, España",
2024-01-04 18:51:56.402276,€0.00,€0.00,€24.39,€0.00,€10042.80,€0.00,€0.00,€0.00,€15.17,€0.00,€9.22,"Bilbao, Spain","Bilbao, Spain","Camino Zabale - Oñeti, Urezarantza, Gorliz, Andraka, Bizkaia, Euskadi, 48620, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","GR 123, Oleta, Atxondo, Aramaio, Gorbeialdea, Araba/Álava, Euskadi, 01165, España",
2024-01-05 18:51:56.402276,€0.00,€0.00,€950.81,€0.00,€9092.00,€926.95,€0.00,€0.00,€13.62,€0.00,€10.23,"Bilbao, Spain","Bilbao, Spain","La Salle Deusto, 67, Avenida Madariaga / Madariaga etorbidea, Botikazahar, San Pedro de Deusto-La Ribera, Deusto, Bilbao, Bizkaia, Euskadi, 48014, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","A-624, Dañobe, Llanteno, Ayala/Aiara, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01478, España",
2024-01-06 18:51:56.402276,€0.00,€0.00,€23.45,€0.00,€9068.55,€0.00,€0.00,€0.00,€13.01,€0.00,€10.43,"Bilbao, Spain","Bilbao, Spain","Elorritxu, Arrankudiaga-Zollo, Bizkaia, Euskadi, 48498, España","Aranguren-berri, 4, Hernio bailara, Hernio Bailara, Alkiza, Gipuzkoa, Euskadi, 20494, España","Bilbao, Spain","2, Izardui kalea/Calle Izardui, Larrazabal-Gardea, Laudio/Llodio, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01400, España",
2024-01-07 18:51:56.402276,€0.00,€0.00,€21.07,€0.00,€9047.49,€0.00,€0.00,€0.00,€12.53,€0.00,€8.54,"Bilbao, Spain","Bilbao, Spain","Túnel de Argalario, Kareaga, Mesperuza / Mesperutza, Barakaldo, Bizkaia, Euskadi, 48902, España","Gellao Elizatea, Gellao, Eskoriatza, Gipuzkoa, Euskadi, 20540, España","Bilbao, Spain","BI-3242, Akorda-Bollar, Elexalde-Zeeta, Ereño, Bizkaia, Euskadi, 48313, España",
2024-01-08 18:51:56.402276,€0.00,€0.00,€174.22,€0.00,€8873.26,€0.00,€0.00,€149.10,€14.64,€0.00,€10.48,"Bilbao, Spain","Bilbao, Spain","Castro Urdiales - Las Muñecas / Ilsogana errepidea, Las Muñecas, Jarralta, Boluaga, Sopuerta, Bizkaia, Euskadi, 48550, España","Barrio La Junquera, Pedreña, Cantabria, 39130, España","Bilbao, Spain","Archer marinelaren kalea, Puerto Autónomo de Bilbao (La Punta), Basurtu-Zorrotza, Bilbao, Bizkaia, Euskadi, 48900, España",
2024-01-09 18:51:56.402276,€0.00,€0.00,€23.01,€0.00,€8850.25,€0.00,€0.00,€0.00,€14.54,€0.00,€8.47,"Bilbao, Spain","Bilbao, Spain","Barroeta, Bedia, Bizkaia, Euskadi, 48390, España","Garate, Zuaza/Zuhatza, Ayala/Aiara, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01477, España","Bilbao, Spain","Valle, Galdames, Bizkaia, Euskadi, 48191, España",
2024-01-10 18:51:56.402276,€0.00,€0.00,€468.46,€0.00,€8381.79,€0.00,€445.18,€0.00,€13.02,€0.00,€10.26,"Bilbao, Spain","Bilbao, Spain","1, Calle Músico Sarasate / Saratsate musikariaren kalea, Botikazahar, San Pedro de Deusto-La Ribera, Deusto, Bilbao, Bizkaia, Euskadi, 48014, España","Campo, Tubilla del Agua, Burgos, Castilla y León, España","Bilbao, Spain","Igeldo-Orio errepidea, Orio, Urola-Kosta, Gipuzkoa, Euskadi, 20810, España",
2024-01-11 18:51:56.402276,€0.00,€0.00,€21.38,€0.00,€8360.41,€0.00,€0.00,€0.00,€12.88,€0.00,€8.50,"Bilbao, Spain","Bilbao, Spain","Bizkaia plaza, Autonomia, Indautxu, Abando, Bilbao, Bizkaia, Euskadi, 48010, España","Pagadixkin, Goldaratz, Imotz, Larraun-Leitzaldea, 31860, España","Bilbao, Spain","Valseca, Mues, Montejurra, Navarra - Nafarroa, 31229, España",
2024-01-12 18:51:56.402276,€0.00,€0.00,€23.65,€0.00,€8336.76,€0.00,€0.00,€0.00,€14.44,€0.00,€9.20,"Bilbao, Spain","Bilbao, Spain","Calle San Isidro, Arabella, Zurbaran-Arabella, Uribarri, Bilbao, Bizkaia, Euskadi, 48006, España","Axmotz, Andraka, 48620, España","Bilbao, Spain","Abandoibarra etorbidea / Avenida Abandoibarra, Abandoibarra, Abando, Bilbao, Bizkaia, Euskadi, 48009, España",
2024-01-13 18:51:56.402276,€0.00,€0.00,€20.07,€0.00,€8316.69,€0.00,€0.00,€0.00,€13.43,€0.00,€6.64,"Bilbao, Spain","Bilbao, Spain","Santiago etorbidea, Eleizalde, Derio, Bizkaia, Euskadi, 48160, España","A-3002, Arroiabe, Arratzua-Ubarrundia, Gorbeialdea, Araba/Álava, Euskadi, 01520, España","Bilbao, Spain","GR 282 Artzaintza naturbidea/Senda del Pastoreo, Senda de Santa Ana, Ribera, Valderejo, Valdegovía/Gaubea, Añanako kuadrilla/Cuadrilla de Añana, Araba/Álava, Euskadi, 01427, España",
2024-01-14 18:51:56.402276,€0.00,€0.00,€24.82,€0.00,€8291.87,€0.00,€0.00,€0.00,€14.70,€0.00,€10.11,"Bilbao, Spain","Bilbao, Spain","BI-2713, Larrabetzu industrialdea, Larrabetzu, Bizkaia, Euskadi, 48915, España","Gisaztiko, Bermeo, Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Parcelas de Allide, Valle de Yerri/Deierri, Estellerria / Tierra Estella, Navarra - Nafarroa, 31178, España",
2024-01-15 18:51:56.402276,€0.00,€0.00,€494.89,€0.00,€7796.98,€0.00,€0.00,€154.07,€14.67,€316.18,€9.97,"Bilbao, Spain","Bilbao, Spain","Entrambosrios auzoa, Olabarrieta goitia, Olabarrieta, Mercadillo, Sopuerta, Bizkaia, Euskadi, 48190, España","Sakon Haundi, Zegama, Gipuzkoa, Euskadi, 20215, España","Bilbao, Spain","Mimentza, Orozko, Bizkaia, Euskadi, 48410, España",
